state_id,energy,oxygen,food,fuel,hull,event,energy_lvl,oxygen_lvl,food_lvl,fuel_lvl,hull_lvl,mhi,crisp_risk,status,greedy_action,greedy_qvalue,appropriate_action
373,stable/mid,critical/low,stable/mid,stable/mid,critical/low,Solar Storm,1,0,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
374,stable/mid,critical/low,stable/mid,stable/mid,critical/low,Asteroid Impact,1,0,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
375,stable/mid,critical/low,stable/mid,stable/mid,critical/low,Safe Zone,1,0,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
376,stable/mid,critical/low,stable/mid,stable/mid,stable/mid,Normal,1,0,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
377,stable/mid,critical/low,stable/mid,stable/mid,stable/mid,Solar Storm,1,0,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
378,stable/mid,critical/low,stable/mid,stable/mid,stable/mid,Asteroid Impact,1,0,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
379,stable/mid,critical/low,stable/mid,stable/mid,stable/mid,Safe Zone,1,0,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
380,stable/mid,critical/low,stable/mid,stable/mid,optimal/high,Normal,1,0,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
381,stable/mid,critical/low,stable/mid,stable/mid,optimal/high,Solar Storm,1,0,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
382,stable/mid,critical/low,stable/mid,stable/mid,optimal/high,Asteroid Impact,1,0,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
383,stable/mid,critical/low,stable/mid,stable/mid,optimal/high,Safe Zone,1,0,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
384,stable/mid,critical/low,stable/mid,optimal/high,critical/low,Normal,1,0,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
385,stable/mid,critical/low,stable/mid,optimal/high,critical/low,Solar Storm,1,0,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
386,stable/mid,critical/low,stable/mid,optimal/high,critical/low,Asteroid Impact,1,0,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
387,stable/mid,critical/low,stable/mid,optimal/high,critical/low,Safe Zone,1,0,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
388,stable/mid,critical/low,stable/mid,optimal/high,stable/mid,Normal,1,0,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
389,stable/mid,critical/low,stable/mid,optimal/high,stable/mid,Solar Storm,1,0,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
390,stable/mid,critical/low,stable/mid,optimal/high,stable/mid,Asteroid Impact,1,0,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
391,stable/mid,critical/low,stable/mid,optimal/high,stable/mid,Safe Zone,1,0,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
392,stable/mid,critical/low,stable/mid,optimal/high,optimal/high,Normal,1,0,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
393,stable/mid,critical/low,stable/mid,optimal/high,optimal/high,Solar Storm,1,0,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
394,stable/mid,critical/low,stable/mid,optimal/high,optimal/high,Asteroid Impact,1,0,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
395,stable/mid,critical/low,stable/mid,optimal/high,optimal/high,Safe Zone,1,0,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
396,stable/mid,critical/low,optimal/high,critical/low,critical/low,Normal,1,0,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
397,stable/mid,critical/low,optimal/high,critical/low,critical/low,Solar Storm,1,0,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
398,stable/mid,critical/low,optimal/high,critical/low,critical/low,Asteroid Impact,1,0,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
399,stable/mid,critical/low,optimal/high,critical/low,critical/low,Safe Zone,1,0,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
400,stable/mid,critical/low,optimal/high,critical/low,stable/mid,Normal,1,0,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
401,stable/mid,critical/low,optimal/high,critical/low,stable/mid,Solar Storm,1,0,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
402,stable/mid,critical/low,optimal/high,critical/low,stable/mid,Asteroid Impact,1,0,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
403,stable/mid,critical/low,optimal/high,critical/low,stable/mid,Safe Zone,1,0,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
404,stable/mid,critical/low,optimal/high,critical/low,optimal/high,Normal,1,0,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
405,stable/mid,critical/low,optimal/high,critical/low,optimal/high,Solar Storm,1,0,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
406,stable/mid,critical/low,optimal/high,critical/low,optimal/high,Asteroid Impact,1,0,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
407,stable/mid,critical/low,optimal/high,critical/low,optimal/high,Safe Zone,1,0,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
408,stable/mid,critical/low,optimal/high,stable/mid,critical/low,Normal,1,0,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
409,stable/mid,critical/low,optimal/high,stable/mid,critical/low,Solar Storm,1,0,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
410,stable/mid,critical/low,optimal/high,stable/mid,critical/low,Asteroid Impact,1,0,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
411,stable/mid,critical/low,optimal/high,stable/mid,critical/low,Safe Zone,1,0,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
412,stable/mid,critical/low,optimal/high,stable/mid,stable/mid,Normal,1,0,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
413,stable/mid,critical/low,optimal/high,stable/mid,stable/mid,Solar Storm,1,0,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
414,stable/mid,critical/low,optimal/high,stable/mid,stable/mid,Asteroid Impact,1,0,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
415,stable/mid,critical/low,optimal/high,stable/mid,stable/mid,Safe Zone,1,0,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
416,stable/mid,critical/low,optimal/high,stable/mid,optimal/high,Normal,1,0,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
417,stable/mid,critical/low,optimal/high,stable/mid,optimal/high,Solar Storm,1,0,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
418,stable/mid,critical/low,optimal/high,stable/mid,optimal/high,Asteroid Impact,1,0,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
419,stable/mid,critical/low,optimal/high,stable/mid,optimal/high,Safe Zone,1,0,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
420,stable/mid,critical/low,optimal/high,optimal/high,critical/low,Normal,1,0,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
421,stable/mid,critical/low,optimal/high,optimal/high,critical/low,Solar Storm,1,0,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
422,stable/mid,critical/low,optimal/high,optimal/high,critical/low,Asteroid Impact,1,0,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
423,stable/mid,critical/low,optimal/high,optimal/high,critical/low,Safe Zone,1,0,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
424,stable/mid,critical/low,optimal/high,optimal/high,stable/mid,Normal,1,0,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
425,stable/mid,critical/low,optimal/high,optimal/high,stable/mid,Solar Storm,1,0,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
426,stable/mid,critical/low,optimal/high,optimal/high,stable/mid,Asteroid Impact,1,0,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
427,stable/mid,critical/low,optimal/high,optimal/high,stable/mid,Safe Zone,1,0,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
428,stable/mid,critical/low,optimal/high,optimal/high,optimal/high,Normal,1,0,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
429,stable/mid,critical/low,optimal/high,optimal/high,optimal/high,Solar Storm,1,0,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
430,stable/mid,critical/low,optimal/high,optimal/high,optimal/high,Asteroid Impact,1,0,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
431,stable/mid,critical/low,optimal/high,optimal/high,optimal/high,Safe Zone,1,0,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
432,stable/mid,stable/mid,critical/low,critical/low,critical/low,Normal,1,1,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
433,stable/mid,stable/mid,critical/low,critical/low,critical/low,Solar Storm,1,1,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
434,stable/mid,stable/mid,critical/low,critical/low,critical/low,Asteroid Impact,1,1,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
435,stable/mid,stable/mid,critical/low,critical/low,critical/low,Safe Zone,1,1,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
436,stable/mid,stable/mid,critical/low,critical/low,stable/mid,Normal,1,1,0,0,1,0.3333,2.0,WARNING,Move to Safe Zone,2.959,True
437,stable/mid,stable/mid,critical/low,critical/low,stable/mid,Solar Storm,1,1,0,0,1,0.3333,2.0,WARNING,Move to Safe Zone,0.0,True
438,stable/mid,stable/mid,critical/low,critical/low,stable/mid,Asteroid Impact,1,1,0,0,1,0.3333,2.0,WARNING,Propulsion,0.0,True
439,stable/mid,stable/mid,critical/low,critical/low,stable/mid,Safe Zone,1,1,0,0,1,0.3333,2.0,WARNING,Gather Resources,1.776,True
440,stable/mid,stable/mid,critical/low,critical/low,optimal/high,Normal,1,1,0,0,2,0.3333,2.0,WARNING,Life Support,0.0,True
441,stable/mid,stable/mid,critical/low,critical/low,optimal/high,Solar Storm,1,1,0,0,2,0.3333,2.0,WARNING,Propulsion,0.0,True
442,stable/mid,stable/mid,critical/low,critical/low,optimal/high,Asteroid Impact,1,1,0,0,2,0.3333,2.0,WARNING,Life Support,0.0,True
443,stable/mid,stable/mid,critical/low,critical/low,optimal/high,Safe Zone,1,1,0,0,2,0.3333,2.0,WARNING,Life Support,1.291,True
444,stable/mid,stable/mid,critical/low,stable/mid,critical/low,Normal,1,1,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
445,stable/mid,stable/mid,critical/low,stable/mid,critical/low,Solar Storm,1,1,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
446,stable/mid,stable/mid,critical/low,stable/mid,critical/low,Asteroid Impact,1,1,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
447,stable/mid,stable/mid,critical/low,stable/mid,critical/low,Safe Zone,1,1,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
448,stable/mid,stable/mid,critical/low,stable/mid,stable/mid,Normal,1,1,0,1,1,0.3333,2.0,WARNING,Power Saving,-0.475,True
449,stable/mid,stable/mid,critical/low,stable/mid,stable/mid,Solar Storm,1,1,0,1,1,0.3333,2.0,WARNING,Repair Ship,0.0,True
450,stable/mid,stable/mid,critical/low,stable/mid,stable/mid,Asteroid Impact,1,1,0,1,1,0.3333,2.0,WARNING,Propulsion,0.0,True
451,stable/mid,stable/mid,critical/low,stable/mid,stable/mid,Safe Zone,1,1,0,1,1,0.3333,2.0,WARNING,Life Support,2.574,True
452,stable/mid,stable/mid,critical/low,stable/mid,optimal/high,Normal,1,1,0,1,2,0.3333,2.0,WARNING,Gather Resources,2.341,True
453,stable/mid,stable/mid,critical/low,stable/mid,optimal/high,Solar Storm,1,1,0,1,2,0.3333,2.0,WARNING,Gather Resources,0.0,True
454,stable/mid,stable/mid,critical/low,stable/mid,optimal/high,Asteroid Impact,1,1,0,1,2,0.3333,2.0,WARNING,Propulsion,0.0,True
455,stable/mid,stable/mid,critical/low,stable/mid,optimal/high,Safe Zone,1,1,0,1,2,0.3333,2.0,WARNING,Life Support,0.0,True
456,stable/mid,stable/mid,critical/low,optimal/high,critical/low,Normal,1,1,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
457,stable/mid,stable/mid,critical/low,optimal/high,critical/low,Solar Storm,1,1,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
458,stable/mid,stable/mid,critical/low,optimal/high,critical/low,Asteroid Impact,1,1,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
459,stable/mid,stable/mid,critical/low,optimal/high,critical/low,Safe Zone,1,1,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
460,stable/mid,stable/mid,critical/low,optimal/high,stable/mid,Normal,1,1,0,2,1,0.3333,2.0,WARNING,Propulsion,0.0,True
461,stable/mid,stable/mid,critical/low,optimal/high,stable/mid,Solar Storm,1,1,0,2,1,0.3333,2.0,WARNING,Propulsion,0.0,True
462,stable/mid,stable/mid,critical/low,optimal/high,stable/mid,Asteroid Impact,1,1,0,2,1,0.3333,2.0,WARNING,Life Support,0.0,True
463,stable/mid,stable/mid,critical/low,optimal/high,stable/mid,Safe Zone,1,1,0,2,1,0.3333,2.0,WARNING,Life Support,0.0,True
464,stable/mid,stable/mid,critical/low,optimal/high,optimal/high,Normal,1,1,0,2,2,0.3333,2.0,WARNING,Gather Resources,0.0,True
465,stable/mid,stable/mid,critical/low,optimal/high,optimal/high,Solar Storm,1,1,0,2,2,0.3333,2.0,WARNING,Life Support,0.0,True
466,stable/mid,stable/mid,critical/low,optimal/high,optimal/high,Asteroid Impact,1,1,0,2,2,0.3333,2.0,WARNING,Life Support,0.0,True
467,stable/mid,stable/mid,critical/low,optimal/high,optimal/high,Safe Zone,1,1,0,2,2,0.3333,2.0,WARNING,Life Support,5.988,True
468,stable/mid,stable/mid,stable/mid,critical/low,critical/low,Normal,1,1,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
469,stable/mid,stable/mid,stable/mid,critical/low,critical/low,Solar Storm,1,1,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
470,stable/mid,stable/mid,stable/mid,critical/low,critical/low,Asteroid Impact,1,1,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
471,stable/mid,stable/mid,stable/mid,critical/low,critical/low,Safe Zone,1,1,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
472,stable/mid,stable/mid,stable/mid,critical/low,stable/mid,Normal,1,1,1,0,1,0.3333,2.0,WARNING,Move to Safe Zone,19.66,True
473,stable/mid,stable/mid,stable/mid,critical/low,stable/mid,Solar Storm,1,1,1,0,1,0.3333,2.0,WARNING,Move to Safe Zone,-8.789,True
474,stable/mid,stable/mid,stable/mid,critical/low,stable/mid,Asteroid Impact,1,1,1,0,1,0.3333,2.0,WARNING,Move to Safe Zone,-34.39,True
475,stable/mid,stable/mid,stable/mid,critical/low,stable/mid,Safe Zone,1,1,1,0,1,0.3333,2.0,WARNING,Gather Resources,14.0,True
476,stable/mid,stable/mid,stable/mid,critical/low,optimal/high,Normal,1,1,1,0,2,0.3333,2.0,WARNING,Move to Safe Zone,30.772,True
477,stable/mid,stable/mid,stable/mid,critical/low,optimal/high,Solar Storm,1,1,1,0,2,0.3333,2.0,WARNING,Power Saving,1.363,True
478,stable/mid,stable/mid,stable/mid,critical/low,optimal/high,Asteroid Impact,1,1,1,0,2,0.3333,2.0,WARNING,Move to Safe Zone,5.334,True
479,stable/mid,stable/mid,stable/mid,critical/low,optimal/high,Safe Zone,1,1,1,0,2,0.3333,2.0,WARNING,Gather Resources,19.425,True
480,stable/mid,stable/mid,stable/mid,stable/mid,critical/low,Normal,1,1,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
481,stable/mid,stable/mid,stable/mid,stable/mid,critical/low,Solar Storm,1,1,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
482,stable/mid,stable/mid,stable/mid,stable/mid,critical/low,Asteroid Impact,1,1,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
483,stable/mid,stable/mid,stable/mid,stable/mid,critical/low,Safe Zone,1,1,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
484,stable/mid,stable/mid,stable/mid,stable/mid,stable/mid,Normal,1,1,1,1,1,0.6667,1.0,STABLE,Move to Safe Zone,26.743,True
485,stable/mid,stable/mid,stable/mid,stable/mid,stable/mid,Solar Storm,1,1,1,1,1,0.6667,1.0,STABLE,Power Saving,-0.791,True
486,stable/mid,stable/mid,stable/mid,stable/mid,stable/mid,Asteroid Impact,1,1,1,1,1,0.6667,1.0,STABLE,Life Support,-27.1,True
487,stable/mid,stable/mid,stable/mid,stable/mid,stable/mid,Safe Zone,1,1,1,1,1,0.6667,1.0,STABLE,Life Support,21.095,True
488,stable/mid,stable/mid,stable/mid,stable/mid,optimal/high,Normal,1,1,1,1,2,0.5,1.5,STABLE,Power Saving,46.037,True
489,stable/mid,stable/mid,stable/mid,stable/mid,optimal/high,Solar Storm,1,1,1,1,2,0.5,1.5,STABLE,Power Saving,19.212,True
490,stable/mid,stable/mid,stable/mid,stable/mid,optimal/high,Asteroid Impact,1,1,1,1,2,0.5,1.5,STABLE,Power Saving,2.839,True
491,stable/mid,stable/mid,stable/mid,stable/mid,optimal/high,Safe Zone,1,1,1,1,2,0.5,1.5,STABLE,Life Support,42.949,True
492,stable/mid,stable/mid,stable/mid,optimal/high,critical/low,Normal,1,1,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
493,stable/mid,stable/mid,stable/mid,optimal/high,critical/low,Solar Storm,1,1,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
494,stable/mid,stable/mid,stable/mid,optimal/high,critical/low,Asteroid Impact,1,1,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
495,stable/mid,stable/mid,stable/mid,optimal/high,critical/low,Safe Zone,1,1,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
496,stable/mid,stable/mid,stable/mid,optimal/high,stable/mid,Normal,1,1,1,2,1,0.5,1.5,STABLE,Move to Safe Zone,18.153,True
497,stable/mid,stable/mid,stable/mid,optimal/high,stable/mid,Solar Storm,1,1,1,2,1,0.5,1.5,STABLE,Power Saving,0.126,True
498,stable/mid,stable/mid,stable/mid,optimal/high,stable/mid,Asteroid Impact,1,1,1,2,1,0.5,1.5,STABLE,Propulsion,-10.0,True
499,stable/mid,stable/mid,stable/mid,optimal/high,stable/mid,Safe Zone,1,1,1,2,1,0.5,1.5,STABLE,Propulsion,10.485,True
500,stable/mid,stable/mid,stable/mid,optimal/high,optimal/high,Normal,1,1,1,2,2,0.5,1.5,STABLE,Power Saving,34.0,True
501,stable/mid,stable/mid,stable/mid,optimal/high,optimal/high,Solar Storm,1,1,1,2,2,0.5,1.5,STABLE,Move to Safe Zone,36.101,True
502,stable/mid,stable/mid,stable/mid,optimal/high,optimal/high,Asteroid Impact,1,1,1,2,2,0.5,1.5,STABLE,Propulsion,8.739,True
503,stable/mid,stable/mid,stable/mid,optimal/high,optimal/high,Safe Zone,1,1,1,2,2,0.5,1.5,STABLE,Repair Ship,12.465,True
504,stable/mid,stable/mid,optimal/high,critical/low,critical/low,Normal,1,1,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
505,stable/mid,stable/mid,optimal/high,critical/low,critical/low,Solar Storm,1,1,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
506,stable/mid,stable/mid,optimal/high,critical/low,critical/low,Asteroid Impact,1,1,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
507,stable/mid,stable/mid,optimal/high,critical/low,critical/low,Safe Zone,1,1,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
508,stable/mid,stable/mid,optimal/high,critical/low,stable/mid,Normal,1,1,2,0,1,0.3333,2.0,WARNING,Move to Safe Zone,19.626,True
509,stable/mid,stable/mid,optimal/high,critical/low,stable/mid,Solar Storm,1,1,2,0,1,0.3333,2.0,WARNING,Move to Safe Zone,-9.0,True
510,stable/mid,stable/mid,optimal/high,critical/low,stable/mid,Asteroid Impact,1,1,2,0,1,0.3333,2.0,WARNING,Repair Ship,-52.17,True
511,stable/mid,stable/mid,optimal/high,critical/low,stable/mid,Safe Zone,1,1,2,0,1,0.3333,2.0,WARNING,Repair Ship,35.566,True
512,stable/mid,stable/mid,optimal/high,critical/low,optimal/high,Normal,1,1,2,0,2,0.3333,2.0,WARNING,Move to Safe Zone,48.353,True
513,stable/mid,stable/mid,optimal/high,critical/low,optimal/high,Solar Storm,1,1,2,0,2,0.3333,2.0,WARNING,Move to Safe Zone,26.787,True
514,stable/mid,stable/mid,optimal/high,critical/low,optimal/high,Asteroid Impact,1,1,2,0,2,0.3333,2.0,WARNING,Power Saving,1.224,True
515,stable/mid,stable/mid,optimal/high,critical/low,optimal/high,Safe Zone,1,1,2,0,2,0.3333,2.0,WARNING,Gather Resources,30.099,True
516,stable/mid,stable/mid,optimal/high,stable/mid,critical/low,Normal,1,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
517,stable/mid,stable/mid,optimal/high,stable/mid,critical/low,Solar Storm,1,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
518,stable/mid,stable/mid,optimal/high,stable/mid,critical/low,Asteroid Impact,1,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
519,stable/mid,stable/mid,optimal/high,stable/mid,critical/low,Safe Zone,1,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
520,stable/mid,stable/mid,optimal/high,stable/mid,stable/mid,Normal,1,1,2,1,1,0.5,1.5,STABLE,Move to Safe Zone,18.383,True
521,stable/mid,stable/mid,optimal/high,stable/mid,stable/mid,Solar Storm,1,1,2,1,1,0.5,1.5,STABLE,Power Saving,8.209,True
522,stable/mid,stable/mid,optimal/high,stable/mid,stable/mid,Asteroid Impact,1,1,2,1,1,0.5,1.5,STABLE,Gather Resources,-81.47,True
523,stable/mid,stable/mid,optimal/high,stable/mid,stable/mid,Safe Zone,1,1,2,1,1,0.5,1.5,STABLE,Gather Resources,24.592,True
524,stable/mid,stable/mid,optimal/high,stable/mid,optimal/high,Normal,1,1,2,1,2,0.5,1.5,STABLE,Move to Safe Zone,51.424,True
525,stable/mid,stable/mid,optimal/high,stable/mid,optimal/high,Solar Storm,1,1,2,1,2,0.5,1.5,STABLE,Power Saving,46.493,True
526,stable/mid,stable/mid,optimal/high,stable/mid,optimal/high,Asteroid Impact,1,1,2,1,2,0.5,1.5,STABLE,Move to Safe Zone,16.143,True
527,stable/mid,stable/mid,optimal/high,stable/mid,optimal/high,Safe Zone,1,1,2,1,2,0.5,1.5,STABLE,Life Support,57.119,True
528,stable/mid,stable/mid,optimal/high,optimal/high,critical/low,Normal,1,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
529,stable/mid,stable/mid,optimal/high,optimal/high,critical/low,Solar Storm,1,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
530,stable/mid,stable/mid,optimal/high,optimal/high,critical/low,Asteroid Impact,1,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
531,stable/mid,stable/mid,optimal/high,optimal/high,critical/low,Safe Zone,1,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
532,stable/mid,stable/mid,optimal/high,optimal/high,stable/mid,Normal,1,1,2,2,1,0.5,1.5,STABLE,Move to Safe Zone,24.951,True
533,stable/mid,stable/mid,optimal/high,optimal/high,stable/mid,Solar Storm,1,1,2,2,1,0.5,1.5,STABLE,Move to Safe Zone,11.63,True
534,stable/mid,stable/mid,optimal/high,optimal/high,stable/mid,Asteroid Impact,1,1,2,2,1,0.5,1.5,STABLE,Life Support,-87.842,True
535,stable/mid,stable/mid,optimal/high,optimal/high,stable/mid,Safe Zone,1,1,2,2,1,0.5,1.5,STABLE,Gather Resources,22.334,True
536,stable/mid,stable/mid,optimal/high,optimal/high,optimal/high,Normal,1,1,2,2,2,0.5,1.5,STABLE,Move to Safe Zone,59.176,True
537,stable/mid,stable/mid,optimal/high,optimal/high,optimal/high,Solar Storm,1,1,2,2,2,0.5,1.5,STABLE,Power Saving,59.945,True
538,stable/mid,stable/mid,optimal/high,optimal/high,optimal/high,Asteroid Impact,1,1,2,2,2,0.5,1.5,STABLE,Move to Safe Zone,33.464,True
539,stable/mid,stable/mid,optimal/high,optimal/high,optimal/high,Safe Zone,1,1,2,2,2,0.5,1.5,STABLE,Move to Safe Zone,56.488,True
540,stable/mid,optimal/high,critical/low,critical/low,critical/low,Normal,1,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
541,stable/mid,optimal/high,critical/low,critical/low,critical/low,Solar Storm,1,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
542,stable/mid,optimal/high,critical/low,critical/low,critical/low,Asteroid Impact,1,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
543,stable/mid,optimal/high,critical/low,critical/low,critical/low,Safe Zone,1,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
544,stable/mid,optimal/high,critical/low,critical/low,stable/mid,Normal,1,2,0,0,1,0.3333,2.0,WARNING,Power Saving,0.0,True
545,stable/mid,optimal/high,critical/low,critical/low,stable/mid,Solar Storm,1,2,0,0,1,0.3333,2.0,WARNING,Gather Resources,0.0,True
546,stable/mid,optimal/high,critical/low,critical/low,stable/mid,Asteroid Impact,1,2,0,0,1,0.3333,2.0,WARNING,Life Support,0.0,True
547,stable/mid,optimal/high,critical/low,critical/low,stable/mid,Safe Zone,1,2,0,0,1,0.3333,2.0,WARNING,Propulsion,1.992,True
548,stable/mid,optimal/high,critical/low,critical/low,optimal/high,Normal,1,2,0,0,2,0.3333,2.0,WARNING,Gather Resources,4.569,True
549,stable/mid,optimal/high,critical/low,critical/low,optimal/high,Solar Storm,1,2,0,0,2,0.3333,2.0,WARNING,Propulsion,0.0,True
550,stable/mid,optimal/high,critical/low,critical/low,optimal/high,Asteroid Impact,1,2,0,0,2,0.3333,2.0,WARNING,Life Support,0.0,True
551,stable/mid,optimal/high,critical/low,critical/low,optimal/high,Safe Zone,1,2,0,0,2,0.3333,2.0,WARNING,Life Support,4.046,True
552,stable/mid,optimal/high,critical/low,stable/mid,critical/low,Normal,1,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
553,stable/mid,optimal/high,critical/low,stable/mid,critical/low,Solar Storm,1,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
554,stable/mid,optimal/high,critical/low,stable/mid,critical/low,Asteroid Impact,1,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
555,stable/mid,optimal/high,critical/low,stable/mid,critical/low,Safe Zone,1,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
556,stable/mid,optimal/high,critical/low,stable/mid,stable/mid,Normal,1,2,0,1,1,0.3333,2.0,WARNING,Power Saving,5.549,True
557,stable/mid,optimal/high,critical/low,stable/mid,stable/mid,Solar Storm,1,2,0,1,1,0.3333,2.0,WARNING,Propulsion,0.0,True
558,stable/mid,optimal/high,critical/low,stable/mid,stable/mid,Asteroid Impact,1,2,0,1,1,0.3333,2.0,WARNING,Propulsion,0.0,True
